bssid,obs,x,y,z,qx,qy,qz,qw,
3c:7c:3f:3e:a1:cc,60,1.423981,-0.274130,-3.632124,0,0,0,1
04:d9:f5:da:42:70,75,1.864656,0.342621,0.630807,0,0,0,1
30:87:d9:31:89:c8,94,-1.313598,0.218092,2.492593,0,0,0,1
30:87:d9:71:89:c8,98,-1.368878,0.214189,2.598451,0,0,0,1
30:87:d9:b1:89:c8,92,-1.322000,0.224549,2.517669,0,0,0,1
30:87:d9:f1:89:c8,94,-1.331080,0.225192,2.585814,0,0,0,1
3c:7c:3f:3e:a1:c8,98,1.369028,-0.064594,-1.136202,0,0,0,1
e8:37:7a:a5:3a:64,33,-0.180541,2.739699,-0.573181,0,0,0,1
30:87:d9:31:82:a8,77,1.683495,-1.243602,-5.800055,0,0,0,1
30:87:d9:71:82:a8,81,1.447047,-0.735006,-5.354713,0,0,0,1
30:87:d9:b1:82:a8,81,1.600928,-0.283748,-5.622241,0,0,0,1
30:87:d9:f1:82:a8,80,1.500148,-0.800058,-5.370304,0,0,0,1
04:d9:f5:da:42:74,22,2.672381,-0.003608,0.833353,0,0,0,1
30:87:d9:31:82:4c,66,1.418605,-0.782367,-7.446415,0,0,0,1
30:87:d9:71:82:4c,68,1.411174,-0.779764,-7.412626,0,0,0,1
30:87:d9:31:89:cc,95,-1.550434,0.123916,3.084394,0,0,0,1
30:87:d9:71:89:cc,95,-1.549903,0.123878,3.085187,0,0,0,1
30:87:d9:b1:89:cc,95,-1.550333,0.123939,3.084568,0,0,0,1
30:87:d9:b1:82:4c,66,1.418605,-0.782366,-7.446417,0,0,0,1
7c:10:c9:5d:99:d0,116,0.677168,1.055342,10.838363,0,0,0,1
90:8d:78:65:c0:90,53,1.889179,-0.340391,-3.263145,0,0,0,1
30:87:d9:71:9a:68,131,0.026992,-0.261883,11.347958,0,0,0,1
30:87:d9:b1:9a:68,138,0.478864,0.155840,11.479626,0,0,0,1
30:87:d9:31:9a:68,124,0.277760,-0.191837,11.144936,0,0,0,1
e8:37:7a:a5:3a:65,15,2.188696,1.807861,0.737072,0,0,0,1
00:24:6c:26:8b:12,31,2.459328,-0.577858,-6.790193,0,0,0,1
30:87:d9:f1:9a:68,141,0.669848,0.574170,11.675537,0,0,0,1
00:24:6c:2d:1a:00,116,1.176147,0.723718,13.728660,0,0,0,1
00:24:6c:2d:1a:01,132,0.177447,-0.279176,13.376842,0,0,0,1
00:24:6c:26:8b:10,29,0.958367,1.523952,-8.100902,0,0,0,1
00:24:6c:2d:1a:02,135,-0.278406,-0.675269,13.162395,0,0,0,1
30:87:d9:b1:5e:88,44,-0.385859,2.189932,2.009799,0,0,0,1
30:87:d9:f1:5e:88,45,-1.175221,1.934415,2.121460,0,0,0,1
30:87:d9:31:5e:88,50,-2.254986,0.554148,2.120404,0,0,0,1
30:87:d9:31:82:48,86,1.057841,-0.521979,-4.849971,0,0,0,1
30:87:d9:71:5e:88,46,-2.279858,0.378095,2.187871,0,0,0,1
30:87:d9:31:9a:6c,121,0.278174,-0.609039,10.910008,0,0,0,1
30:87:d9:71:9a:6c,121,0.309629,-0.641652,10.838192,0,0,0,1
30:87:d9:b1:9a:6c,120,0.158354,-0.724446,10.811867,0,0,0,1
30:87:d9:b1:82:48,87,1.076060,-0.533443,-4.923452,0,0,0,1
30:87:d9:f1:82:48,88,1.086669,-0.544313,-5.074376,0,0,0,1
30:87:d9:71:82:48,86,1.035453,-0.521077,-4.805064,0,0,0,1
30:87:d9:31:82:ac,66,1.484618,-0.787290,-7.415070,0,0,0,1
30:87:d9:71:82:ac,67,1.484616,-0.787297,-7.415067,0,0,0,1
30:87:d9:b1:82:ac,66,1.484616,-0.787297,-7.415067,0,0,0,1
fc:34:97:b4:39:e0,38,1.616846,-0.736682,-4.334960,0,0,0,1
ec:ad:e0:ae:d5:ac,20,2.551662,-0.099123,-0.996058,0,0,0,1
30:87:d9:31:95:e8,74,2.701422,-0.738956,-6.859864,0,0,0,1
30:87:d9:31:52:c8,42,2.314411,-0.705683,-6.882172,0,0,0,1
30:87:d9:b1:52:c8,42,2.239481,-0.640891,-6.963604,0,0,0,1
7c:10:c9:5d:99:d4,55,1.159853,1.420946,11.108533,0,0,0,1
c0:a0:bb:cf:65:8c,4,0.000000,0.000000,0.000000,0,0,0,1
30:87:d9:f1:52:c8,45,2.261553,-0.680515,-7.013479,0,0,0,1
30:87:d9:71:52:c8,42,2.228824,-0.661224,-7.020369,0,0,0,1
30:87:d9:31:77:68,98,13.758948,1.799243,17.594584,0,0,0,1
30:87:d9:f1:77:68,93,13.782640,1.798191,17.609741,0,0,0,1
30:87:d9:f2:38:88,49,1.676647,1.302420,14.024139,0,0,0,1
30:87:d9:72:38:88,50,1.589716,0.670772,13.980633,0,0,0,1
30:87:d9:b2:38:88,48,1.544026,1.160563,14.617953,0,0,0,1
30:87:d9:32:38:88,51,1.625479,0.857602,13.982231,0,0,0,1
30:87:d9:f1:5a:88,6,0.387698,-0.188027,11.012203,0,0,0,1
30:87:d9:31:5a:88,2,0.000000,0.000000,0.000000,0,0,0,1
30:87:d9:71:7f:68,64,-0.705544,3.296021,22.808218,0,0,0,1
30:87:d9:b1:7f:68,68,0.000599,2.879616,22.813631,0,0,0,1
30:87:d9:31:7f:68,64,-0.356691,3.159828,22.844593,0,0,0,1
30:87:d9:f1:7f:68,65,0.024483,1.591372,22.934132,0,0,0,1
00:24:6c:2d:1a:08,45,-2.877553,2.692980,20.410612,0,0,0,1
00:24:6c:2d:1a:09,44,-2.793187,2.969085,20.513031,0,0,0,1
00:24:6c:2d:1a:0a,47,-2.497327,3.261502,20.217518,0,0,0,1
30:87:d9:b1:99:28,93,14.322057,2.138866,21.144892,0,0,0,1
30:87:d9:f1:99:28,93,14.301736,2.144738,21.140507,0,0,0,1
30:87:d9:31:99:28,94,14.270932,2.430038,21.070072,0,0,0,1
ec:58:ea:19:10:c8,7,14.082801,1.419668,5.069789,0,0,0,1
ec:58:ea:99:10:c8,10,0.000000,0.000000,0.000000,0,0,0,1
ec:58:ea:d9:10:c8,8,0.000000,0.000000,0.000000,0,0,0,1
30:87:d9:71:5a:88,2,0.000000,0.000000,0.000000,0,0,0,1
30:87:d9:b1:5a:88,2,0.000000,0.000000,0.000000,0,0,0,1
30:87:d9:71:99:28,92,14.300106,2.138884,21.131418,0,0,0,1
ec:58:ea:98:fe:f8,10,0.000000,0.000000,0.000000,0,0,0,1
30:87:d9:32:38:8c,5,0.000000,0.000000,0.000000,0,0,0,1
30:87:d9:72:38:8c,5,0.000000,0.000000,0.000000,0,0,0,1
30:87:d9:b2:38:8c,5,0.000000,0.000000,0.000000,0,0,0,1
30:87:d9:72:06:48,34,-2.565453,2.422089,24.607372,0,0,0,1
30:87:d9:31:7f:6c,55,-1.151667,3.585776,23.721533,0,0,0,1
30:87:d9:71:7f:6c,55,-1.115878,3.571343,23.730408,0,0,0,1
30:87:d9:b1:7f:6c,55,-1.117695,3.571157,23.730530,0,0,0,1
30:87:d9:f2:06:48,34,-2.541310,2.568354,24.548758,0,0,0,1
30:87:d9:b2:06:48,34,-2.522935,2.458647,24.593243,0,0,0,1
30:87:d9:32:06:48,33,-2.570357,2.560566,24.568913,0,0,0,1
3c:7c:3f:3e:a1:b8,17,-0.897565,2.526448,26.248455,0,0,0,1
30:87:d9:f1:72:48,20,2.605671,3.073373,31.991959,0,0,0,1
30:87:d9:71:59:a8,2,0.000000,0.000000,0.000000,0,0,0,1
34:0a:33:03:77:60,6,0.000000,0.000000,0.000000,0,0,0,1
30:87:d9:72:06:4c,8,0.000000,0.000000,0.000000,0,0,0,1
30:87:d9:b2:06:4c,6,0.000000,0.000000,0.000000,0,0,0,1
30:87:d9:32:06:4c,8,0.000000,0.000000,0.000000,0,0,0,1
30:87:d9:31:99:08,63,7.141434,3.315509,32.979034,0,0,0,1
30:87:d9:71:99:08,65,13.356561,2.698060,29.933903,0,0,0,1
30:87:d9:b1:99:08,64,7.116283,3.188762,33.003918,0,0,0,1
30:87:d9:f1:99:08,64,7.116901,3.506175,32.874722,0,0,0,1
30:87:d9:71:7c:48,48,1.214342,3.120343,31.858320,0,0,0,1
30:87:d9:f1:7c:48,46,1.296225,3.140280,32.040718,0,0,0,1
30:87:d9:71:7c:4c,50,1.698315,3.096947,31.849819,0,0,0,1
30:87:d9:31:7c:4c,50,1.698466,3.094957,31.849655,0,0,0,1
30:87:d9:b1:7c:4c,50,1.698396,3.095417,31.850010,0,0,0,1
30:87:d9:b1:7c:48,45,1.357865,3.141785,32.123913,0,0,0,1
30:87:d9:31:7c:48,45,1.468682,3.151999,32.236576,0,0,0,1
30:87:d9:b1:59:a8,2,0.000000,0.000000,0.000000,0,0,0,1
30:87:d9:f1:59:a8,2,0.000000,0.000000,0.000000,0,0,0,1
30:87:d9:31:59:a8,0,0.000000,0.000000,0.000000,0,0,0,1
30:87:d9:31:99:0c,44,3.549962,3.228879,32.980339,0,0,0,1
30:87:d9:71:99:0c,44,3.549864,3.228891,32.980438,0,0,0,1
30:87:d9:b1:99:0c,44,3.549962,3.228879,32.980339,0,0,0,1
e8:48:b8:7f:19:ce,32,9.181954,3.206001,31.983753,0,0,0,1
30:87:d9:31:72:4c,20,3.567790,3.151898,32.488457,0,0,0,1
30:87:d9:71:72:4c,21,3.567831,3.166657,32.486431,0,0,0,1
30:87:d9:b1:72:4c,21,4.215357,3.112681,32.019920,0,0,0,1
90:72:40:24:75:30,18,2.600167,2.964112,30.940634,0,0,0,1
30:87:d9:71:61:48,65,13.306926,2.615015,26.099998,0,0,0,1
c4:e9:0a:1d:37:90,11,1.482914,0.813618,31.660021,0,0,0,1
30:87:d9:b1:58:a8,21,2.117262,3.074497,31.312462,0,0,0,1
30:87:d9:31:72:48,17,2.639275,3.024562,31.983484,0,0,0,1
30:87:d9:31:58:a8,22,1.977226,3.001797,30.867273,0,0,0,1
30:87:d9:f1:58:a8,21,2.169292,3.038548,31.641310,0,0,0,1
30:87:d9:71:58:a8,21,2.468594,3.046871,31.890860,0,0,0,1
30:87:d9:b1:76:08,15,7.063647,3.168469,32.009644,0,0,0,1
fa:8f:ca:89:71:7b,8,0.000000,0.000000,0.000000,0,0,0,1
00:11:32:84:57:6b,79,13.883822,2.489295,24.926874,0,0,0,1
30:87:d9:31:76:08,19,7.024835,3.210357,31.975014,0,0,0,1
30:87:d9:f1:76:08,19,7.045576,3.191972,32.015621,0,0,0,1
78:d2:94:7f:eb:10,6,1.440448,1.758957,29.850174,0,0,0,1
30:87:d9:71:76:08,19,7.045739,3.182841,32.016586,0,0,0,1
50:c7:bf:af:dd:62,28,9.333998,3.203404,31.951006,0,0,0,1
30:87:d9:71:72:48,17,2.486825,2.969699,31.846848,0,0,0,1
30:87:d9:b1:72:48,17,2.551631,3.017268,31.948029,0,0,0,1
da:80:83:e3:4f:b8,26,9.262362,3.151615,31.670418,0,0,0,1
ea:48:b8:2f:19:ce,25,7.515762,3.215872,32.317154,0,0,0,1
30:87:d9:31:76:ac,37,12.516646,3.149956,30.891052,0,0,0,1
30:87:d9:71:76:ac,35,12.446413,3.158991,30.999401,0,0,0,1
30:87:d9:b1:76:ac,36,12.446223,3.159016,30.999741,0,0,0,1
00:24:6c:26:8b:50,5,2.341591,2.197927,31.844986,0,0,0,1
30:87:d9:31:58:ac,0,0.000000,0.000000,0.000000,0,0,0,1
30:87:d9:71:58:ac,0,0.000000,0.000000,0.000000,0,0,0,1
30:87:d9:b1:58:ac,0,0.000000,0.000000,0.000000,0,0,0,1
00:24:6c:26:8b:51,4,0.000000,0.000000,0.000000,0,0,0,1
00:24:6c:26:8b:52,3,0.000000,0.000000,0.000000,0,0,0,1
30:87:d9:31:54:88,1,0.000000,0.000000,0.000000,0,0,0,1
30:87:d9:31:76:a8,31,12.805875,3.217379,31.510826,0,0,0,1
30:87:d9:b1:76:a8,34,12.862215,3.223334,31.516972,0,0,0,1
30:87:d9:b1:54:88,1,0.000000,0.000000,0.000000,0,0,0,1
30:87:d9:71:76:a8,34,12.956641,3.210134,31.443802,0,0,0,1
30:87:d9:f1:76:a8,32,12.818603,3.216879,31.520119,0,0,0,1
30:87:d9:71:54:88,2,0.000000,0.000000,0.000000,0,0,0,1
30:87:d9:f1:54:88,1,0.000000,0.000000,0.000000,0,0,0,1
ea:48:b8:5f:19:ce,17,8.608897,3.147674,31.862799,0,0,0,1
e8:48:b8:7f:19:d0,14,7.594434,2.924836,31.510832,0,0,0,1
